Lat,Long,ArcV,ArcL,DAZ,Crescent Width,MA,JD,Ele,Visibility,Lag_minutes
26.6,49.8,6.2,9.36,7.02,12.64,17.64,2452643.08,2.97,0,33.0
26.6,49.8,6.2,9.36,7.02,12.64,17.64,2452643.08,2.97,0,33.0
2.45,101.86,6.22,6.76,2.65,6.46,12.52,2458608.97,24.98,1,26.0
27.52,41.7,7.24,10.46,7.57,15.08,21.48,2456807.17,991.4,1,36.0
32.09,35.18,7.04,7.46,2.47,7.67,15.61,2459406.2,497.71,0,38.0
33.25,50.08,7.84,12.01,9.11,20.56,24.43,2453264.12,2223.67,1,39.0
53.96,-1.08,6.28,14.13,12.68,29.6,24.55,2458372.27,18.16,0,43.0
2.33,102.29,6.21,6.75,2.63,6.43,12.49,2458608.97,40.36,1,27.0
32.37,51.52,7.79,18.66,16.97,49.66,36.42,2453678.08,1651.51,1,44.0
23.75,90.39,6.18,9.32,6.98,13.09,17.15,2455390.04,13.0,0,30.0
33.32,-2.42,7.43,8.22,3.52,9.86,14.06,2458401.24,1190.16,0,37.0
32.47,44.55,6.24,14.02,12.57,28.38,26.63,1678293.22,26.45,1,38.0
25.8,-80.2,6.23,10.21,8.1,15.26,20.1,2453293.46,4.98,0,29.0
25.8,-80.2,6.23,10.21,8.1,15.26,20.1,2453293.46,4.98,0,29.0
2.45,101.86,6.21,6.91,3.03,6.86,14.79,2453469.97,24.98,0,26.0
10.38,7.85,7.36,7.71,2.31,8.0,-18.76,2456067.71,657.99,0,-32.0
2.45,101.86,6.34,6.61,1.87,6.68,12.84,2456245.96,24.98,0,28.0
53.96,-1.08,6.36,11.09,9.1,17.39,-21.01,2455329.67,18.16,0,-51.0
51.48,11.97,6.51,14.08,12.5,29.96,23.32,2457516.28,92.6,0,47.0
25.07,67.2,6.43,6.71,1.91,6.46,13.09,2455331.09,101.01,0,33.0
2.33,102.29,6.39,9.84,7.49,13.03,20.78,2455655.97,40.36,0,27.0
10.38,7.85,7.43,8.26,3.6,9.33,-19.41,2456421.71,657.99,0,-32.0
35.61,10.79,6.38,16.56,15.3,36.85,35.38,2456483.28,78.74,0,34.0
-33.87,151.21,6.39,12.68,10.97,24.35,22.51,2457102.84,26.48,0,32.0
12.83,44.69,6.38,9.08,6.46,11.66,18.73,2457604.15,31.96,0,27.0
48.14,11.58,7.2,7.24,0.79,7.9,-13.42,2458370.69,518.06,1,-47.0
24.47,39.61,7.07,7.16,1.11,7.08,15.03,2459406.18,603.61,0,36.0
34.64,50.88,7.25,11.4,8.81,19.28,21.29,2459199.07,934.54,0,44.0
29.6,52.5,7.73,11.85,8.99,21.22,20.61,2451344.15,1544.25,0,40.0
29.6,52.5,7.73,11.85,8.99,21.22,20.61,2451344.15,1544.25,0,40.0
24.33,54.54,6.52,6.57,0.79,5.79,-12.34,2455654.59,4.2,0,-29.0
35.05,-2.82,6.55,9.26,6.54,11.75,19.87,2458874.23,101.28,0,37.0
32.56,35.85,7.0,7.44,2.52,7.65,15.59,2459406.2,564.65,1,39.0
-33.9,18.4,6.22,8.76,6.18,10.74,18.25,2453086.21,0.93,0,30.0
37.23,-80.41,7.15,12.43,10.18,23.53,22.01,2458313.53,634.3,0,40.0
2.52,101.79,6.22,6.76,2.65,6.46,12.52,2458608.97,6.23,1,26.0
48.14,11.58,7.09,11.61,9.2,18.61,25.41,2458993.29,518.06,1,51.0
35.47,8.21,7.53,8.38,3.69,9.71,17.59,2459406.29,1140.12,0,43.0
32.47,44.55,6.3,17.16,15.98,39.31,37.75,1617637.25,26.45,1,36.0
32.06,35.03,7.07,18.64,17.27,50.47,-33.13,2458252.61,281.61,0,-34.0
32.22,-110.97,7.13,10.47,7.68,15.85,19.76,2459228.53,722.48,0,41.0
4.62,114.67,6.16,6.16,0.12,5.1,15.47,2459346.94,11.11,0,27.0
34.64,50.88,7.34,8.55,4.38,9.82,20.61,2459347.15,934.54,0,40.0
-34.0,18.4,6.78,7.23,2.52,7.82,11.9,2451669.17,313.6,0,36.0
27.52,41.7,7.32,9.82,6.55,14.58,17.98,2452584.11,991.4,1,37.0
26.37,49.82,6.2,8.54,5.88,11.14,15.73,2456246.08,6.73,0,32.0
32.6,44.4,6.25,17.16,16.0,39.33,37.75,1617637.25,15.0,1,36.0
22.09,56.07,6.59,8.34,5.12,9.84,16.0,2458609.12,102.33,0,30.0
34.36,-2.96,7.06,8.08,3.93,9.76,13.82,2458785.23,487.77,0,37.0
31.8,35.2,7.33,20.4,19.06,58.76,-38.86,2451637.64,663.84,1,-36.0
32.5,3.7,6.99,8.0,3.9,8.8,17.56,2451875.2,517.18,0,38.0
-32.4,20.8,7.79,10.47,7.01,14.77,24.54,2451905.25,1533.07,1,42.0
32.5,3.7,6.99,8.0,3.9,8.8,17.56,2451875.2,517.18,0,38.0
28.4,36.57,7.27,10.64,7.78,15.59,21.84,2456807.19,763.55,0,37.0
53.96,-1.08,6.42,10.88,8.8,16.23,22.42,2457339.18,18.16,0,53.0
36.72,10.34,6.59,10.0,7.54,14.17,19.45,2458609.26,89.47,0,36.0
36.8,-81.8,7.19,18.1,16.63,49.0,31.96,2453323.43,690.53,1,46.0
34.0,-81.0,6.55,12.55,10.72,23.21,23.36,2446028.43,61.0,1,38.0
53.96,-1.08,6.38,6.46,1.0,5.61,14.35,2455242.22,18.16,0,48.0
-33.93,18.42,6.48,17.85,16.66,44.74,34.31,2455951.25,30.49,0,32.0
10.55,-61.37,6.31,7.85,4.67,8.79,14.45,2455950.42,15.37,0,27.0
10.38,7.85,7.24,9.87,6.72,13.48,19.13,2455980.24,657.99,0,30.0
53.96,-1.08,6.36,12.32,10.56,20.41,25.99,2458904.23,18.16,0,49.0
53.96,-1.08,6.38,12.26,10.48,20.76,26.61,2458993.34,18.16,0,55.0
32.39,-110.97,7.55,7.79,1.92,8.96,-13.95,2459080.03,774.94,1,-40.0
-44.0,170.5,7.23,9.67,6.43,14.19,17.64,2441864.72,718.0,1,51.0
34.0,-81.0,6.55,12.55,10.72,23.21,23.36,2446028.43,91.46,1,39.0
34.0,-81.0,6.55,12.55,10.72,23.21,23.36,2446028.43,91.46,1,39.0
-44.0,170.5,7.23,9.67,6.43,14.19,17.64,2441864.72,718.0,1,51.0
33.25,50.08,7.99,14.21,11.76,30.63,25.23,2452939.09,2223.67,1,43.0
32.42,-110.95,7.37,7.6,1.86,8.81,12.02,2450103.54,834.95,1,38.0
32.22,-110.97,7.46,8.58,4.25,9.98,-18.32,2455684.02,722.48,0,-38.0
32.67,51.67,7.69,8.39,3.36,9.75,15.96,2455980.11,1575.56,1,39.0
53.96,-1.08,6.35,10.82,8.77,15.69,22.91,2457693.19,18.16,0,50.0
37.23,-80.41,7.14,8.8,5.15,10.47,20.95,2458490.43,634.3,0,43.0
6.5,3.4,6.09,7.06,3.57,7.3,14.73,2453293.23,0.0,0,26.0
6.5,3.4,6.09,7.06,3.57,7.3,14.73,2453293.23,0.0,0,26.0
2.45,101.86,6.47,6.65,1.54,5.95,16.19,2453971.97,24.98,0,27.0
36.72,10.34,6.77,17.63,16.29,41.93,-37.57,2458990.67,89.47,1,-35.0
-34.0,18.4,6.94,7.67,3.27,8.05,14.82,2452702.23,313.6,0,34.0
-33.93,18.42,6.39,14.55,13.09,28.31,32.95,2456040.18,30.49,1,35.0
37.23,-80.41,7.16,7.16,0.13,7.86,11.11,2456659.43,634.3,0,42.0
31.9,51.87,7.96,18.69,16.94,46.6,41.0,2456867.15,1902.05,1,39.0
22.9,39.41,6.92,6.93,0.49,7.3,13.63,2457457.15,251.0,0,31.0
32.47,44.55,6.49,9.06,6.34,12.49,15.23,1636359.27,26.45,1,35.0
53.96,-1.08,6.61,17.82,16.57,42.58,-38.67,2455269.77,18.16,0,-47.0
32.49,3.68,7.12,13.02,10.91,25.52,23.32,2455390.29,494.82,0,37.0
35.38,5.37,7.27,8.65,4.71,11.4,-16.01,2456244.76,477.85,0,-41.0
10.62,10.03,7.11,8.02,3.71,9.82,15.05,2458313.24,544.52,0,32.0
2.45,101.86,6.32,8.59,5.82,10.88,15.55,2453853.97,24.98,0,28.0
25.62,45.62,7.37,10.29,7.19,14.59,21.13,2456807.16,719.4,1,36.0
32.67,51.67,8.06,10.46,6.66,14.99,-23.18,2455594.64,1575.56,1,-42.0
32.09,35.18,7.31,7.79,2.7,8.46,-15.51,2458045.65,497.71,0,-36.0
-34.0,18.4,6.94,12.66,10.61,22.71,26.29,2451197.25,313.6,1,36.0
32.4,-111.0,7.37,7.6,1.86,8.81,12.02,2450103.54,853.0,1,39.0
48.92,12.05,7.23,13.09,10.93,25.52,-22.87,2455505.75,367.66,0,-52.0
25.07,67.2,6.68,10.27,7.81,15.9,18.76,2455390.1,101.01,0,32.0
32.4,-111.0,7.37,7.6,1.86,8.81,12.02,2450103.54,801.59,1,39.0
31.8,34.9,6.89,15.06,13.4,32.5,-28.51,2450603.61,112.72,0,-35.0
32.4,-111.0,7.37,7.6,1.86,8.81,12.02,2450103.54,801.59,1,39.0
35.6,-83.5,7.83,7.83,0.05,9.36,13.01,2448036.53,1524.0,1,47.0
31.79,35.31,7.33,20.4,19.06,58.76,-38.86,2451637.64,431.97,0,-36.0
31.79,35.31,7.33,20.4,19.06,58.76,-38.86,2451637.64,431.97,1,-36.0
35.61,10.79,6.59,16.21,14.82,39.55,28.65,2456217.2,78.74,0,36.0
48.14,11.58,7.22,13.97,11.98,29.5,23.21,2457516.28,518.06,1,48.0
48.14,11.58,7.22,13.97,11.98,29.5,23.21,2457516.28,518.06,1,48.0
31.9,51.87,8.02,9.8,5.65,13.28,21.98,2458993.15,1902.05,1,43.0
32.9,59.2,7.86,13.84,11.4,29.08,24.6,2452939.06,1510.67,1,41.0
32.9,59.2,7.86,13.84,11.4,29.08,24.6,2452939.06,1510.67,1,41.0
26.45,36.38,6.49,6.85,2.21,7.09,11.65,2448391.18,57.64,0,34.0
31.95,35.92,7.43,14.06,11.96,27.81,26.75,2457191.2,820.71,1,38.0
36.34,43.1,6.98,6.99,0.26,7.07,12.73,2457398.09,258.3,0,39.0
39.6,26.2,6.82,8.14,4.45,9.51,17.05,2401998.22,162.98,0,40.0
39.6,26.2,6.82,8.14,4.45,9.51,17.05,2401998.22,162.98,0,40.0
39.6,26.2,6.82,8.14,4.45,9.51,17.05,2401998.22,162.98,0,40.0
30.68,-104.02,8.1,8.13,0.75,10.12,13.02,2456659.51,1954.67,1,42.0
33.59,-7.12,6.89,9.4,6.4,12.1,20.23,2458874.25,266.8,0,38.0
-33.87,151.21,6.55,9.03,6.22,11.83,17.71,2458814.87,26.48,0,35.0
43.86,18.42,7.28,12.12,9.7,22.39,20.55,2459140.17,536.1,0,43.0
46.89,18.62,6.69,12.09,10.09,22.28,20.43,2459140.17,106.79,1,42.0
34.7,50.9,7.59,11.99,9.29,20.48,24.33,2453264.12,895.92,0,37.0
34.7,50.9,7.59,11.99,9.29,20.48,24.33,2453264.12,895.92,0,37.0
37.2,-84.1,6.98,7.77,3.43,8.13,18.96,2446176.51,305.0,1,38.0
48.14,11.58,7.42,12.83,10.48,23.8,-24.86,2455948.78,518.06,1,-55.0
37.23,-80.41,7.35,11.76,9.18,19.41,24.69,2456955.44,634.3,1,40.0
9.41,-0.84,6.88,7.92,3.93,9.16,14.1,2457161.26,195.75,0,30.0
32.89,3.76,7.26,10.12,7.05,14.5,19.82,2458609.27,589.32,0,38.0
37.2,-84.1,6.98,7.77,3.43,8.13,18.97,2446176.51,358.42,0,38.0
37.2,-84.1,6.98,7.77,3.43,8.13,18.97,2446176.51,358.42,0,38.0
2.45,101.86,6.48,8.53,5.56,9.9,17.42,2454444.96,24.98,0,31.0
37.2,-84.1,6.98,7.77,3.43,8.13,18.97,2446176.51,358.42,0,38.0
-7.57,110.83,6.84,6.88,0.77,6.56,-13.03,2456540.44,89.91,0,-29.0
31.9,51.87,8.08,8.13,0.93,10.11,14.72,2457073.11,1902.05,0,40.0
-32.3,20.8,7.81,10.46,6.97,14.74,24.54,2451905.25,1509.48,1,43.0
2.45,101.86,6.41,9.84,7.48,13.05,20.81,2455655.97,24.98,1,27.0
35.47,8.21,7.78,9.16,4.85,12.53,15.61,2459081.26,1140.12,0,40.0
51.05,-114.07,7.58,14.04,11.83,29.41,24.26,2459081.62,1048.96,1,51.0
32.47,44.55,6.67,17.49,16.19,46.17,-29.32,1649970.73,26.45,1,-33.0
31.3,35.2,7.12,14.55,12.71,28.48,32.38,2450665.19,441.98,1,35.0
31.3,35.2,7.12,14.55,12.71,28.48,32.38,2450665.19,441.98,0,35.0
22.9,39.41,7.16,9.43,6.14,12.04,-18.97,2456510.62,251.0,0,-33.0
31.9,51.87,8.05,10.84,7.27,17.54,20.59,2458668.16,1902.05,0,44.0
35.78,-5.8,6.51,9.33,6.7,11.95,20.03,2458874.24,22.77,0,38.0
37.23,-80.41,7.29,9.95,6.78,13.4,21.73,2458963.51,634.3,0,40.0
41.65,-0.88,6.89,13.23,11.3,25.89,24.35,2459199.19,206.45,1,49.0
-33.9,18.4,6.36,13.42,11.84,26.19,25.07,2450813.25,0.93,1,34.0
-33.9,18.4,6.4,6.83,2.4,6.97,13.51,2451373.16,0.93,0,36.0
-33.9,18.4,6.4,6.83,2.4,6.97,13.51,2451373.16,0.93,0,36.0
-34.0,18.4,7.05,12.04,9.78,19.47,27.89,2452762.17,313.6,0,38.0
25.62,45.62,7.52,9.95,6.52,14.11,20.61,2455537.09,719.4,1,39.0
31.9,51.87,8.12,15.48,13.2,34.57,28.84,2457575.16,1902.05,1,41.0
31.9,51.87,8.12,15.48,13.2,34.57,28.84,2457575.16,1902.05,1,41.0
32.9,13.18,6.4,9.96,7.64,15.14,17.98,2456246.17,4.2,0,36.0
48.14,11.58,7.21,10.52,7.67,14.83,22.4,2457693.17,518.06,1,48.0
32.6,51.7,7.97,11.46,8.24,20.0,20.56,2451728.16,1651.72,1,43.0
32.6,51.7,7.97,11.46,8.24,20.0,20.56,2451728.16,1651.72,1,43.0
10.38,7.85,7.27,7.28,0.37,7.14,18.03,2456069.24,657.99,0,33.0
33.4,6.83,6.72,8.57,5.32,11.14,15.37,2458697.27,71.78,0,35.0
33.59,-7.12,7.08,9.13,5.78,12.66,16.34,2458697.31,266.8,0,37.0
25.23,37.5,7.12,7.23,1.25,7.22,15.18,2459406.19,382.35,1,36.0
31.9,35.8,7.45,7.55,1.25,7.85,15.98,2451167.11,677.68,1,40.0
-33.9,18.4,6.39,10.26,8.03,14.24,23.8,2451551.25,0.93,1,34.0
32.6,35.9,7.28,8.96,5.23,10.83,21.35,2451905.11,537.84,0,41.0
31.9,35.8,7.45,7.55,1.25,7.85,15.98,2451167.11,677.68,0,40.0
32.6,35.9,7.28,8.96,5.23,10.83,21.35,2451905.11,537.84,0,41.0
25.07,67.2,6.68,8.05,4.5,8.99,14.94,2455980.06,101.01,0,31.0
34.36,-2.96,7.18,8.94,5.34,10.73,20.77,2458520.24,487.77,0,39.0
54.23,-1.34,6.63,19.6,18.47,57.49,33.78,2458343.32,37.58,0,48.0
7.21,79.83,6.5,6.59,1.09,5.84,15.78,2458520.04,3.1,0,28.0
53.58,-2.43,6.78,10.73,8.32,15.44,25.05,2459347.34,102.93,1,56.0
-33.9,18.4,6.41,6.69,1.91,6.55,14.19,2453293.21,0.93,0,33.0
-33.93,18.42,6.68,6.77,1.1,6.75,12.47,2455507.22,30.49,0,36.0
-32.0,20.8,7.84,10.45,6.91,14.71,24.51,2451905.25,1267.68,1,42.0
-32.0,20.8,7.84,10.45,6.91,14.71,24.51,2451905.25,1267.68,1,42.0
2.45,101.86,6.54,9.48,6.86,13.27,16.78,2455773.98,24.98,0,28.0
38.07,46.3,7.96,9.64,5.44,12.8,19.1,2458047.1,1398.79,0,42.0
33.0,-106.0,7.96,7.96,0.15,9.5,13.34,2449719.51,1352.01,1,43.0
49.6,8.7,7.17,17.17,15.62,42.1,33.1,2452230.16,293.17,1,57.0
33.0,-106.0,7.96,7.96,0.15,9.5,13.34,2449719.51,1352.01,1,43.0
49.6,8.7,7.17,17.17,15.62,42.1,33.1,2452230.16,293.17,1,57.0
2.45,101.86,6.6,9.85,7.31,13.13,20.77,2456009.98,24.98,0,27.0
33.0,-106.0,7.96,7.96,0.15,9.5,13.34,2449719.51,1352.01,1,43.0
15.6,35.6,7.14,7.33,1.66,8.21,12.4,2445969.15,335.0,0,30.0
48.14,11.58,7.47,12.64,10.21,21.56,-27.04,2455683.66,518.06,1,-49.0
2.33,102.29,6.54,9.46,6.84,13.22,16.75,2455773.98,40.36,0,28.0
24.64,46.72,7.33,8.61,4.53,10.27,16.35,2455980.12,584.98,0,34.0
32.49,3.68,7.36,16.68,14.99,37.42,35.77,2456483.29,494.82,1,37.0
33.59,-7.12,7.1,8.81,5.22,11.56,15.87,2457841.29,266.8,0,35.0
24.45,54.38,6.39,7.26,3.47,7.09,17.12,2458520.09,1.8,1,31.0
15.6,35.6,7.14,7.33,1.66,8.21,12.4,2445969.15,433.74,0,31.0
38.8,-77.2,6.72,7.76,3.88,8.5,14.3,2451845.43,89.71,0,37.0
15.6,35.6,7.14,7.33,1.66,8.21,12.4,2445969.15,433.74,0,31.0
38.8,-77.2,6.72,7.76,3.88,8.5,14.3,2451845.43,89.71,0,37.0
15.6,35.6,7.14,7.33,1.66,8.21,12.4,2445969.15,433.74,0,31.0
35.38,5.37,7.52,8.56,4.1,10.27,-16.33,2455978.76,477.85,0,-39.0
6.91,79.88,6.59,6.77,1.52,6.94,12.02,2456630.02,14.0,0,29.0
-33.93,18.42,6.66,16.89,15.54,43.08,28.76,2457044.25,30.49,0,34.0
48.14,11.58,7.35,13.57,11.42,27.3,23.68,2458372.24,518.06,1,45.0
48.14,11.58,7.35,13.57,11.42,27.3,23.68,2458372.24,518.06,1,45.0
33.5,36.25,7.61,16.62,14.79,39.14,-31.7,2458636.6,730.95,0,-39.0
35.6,-83.5,7.83,7.83,0.07,9.34,12.99,2448036.53,1185.77,1,47.0
35.6,-83.5,7.83,7.83,0.07,9.34,12.99,2448036.53,1185.77,1,47.0
2.45,101.86,6.62,9.45,6.76,12.04,21.13,2456895.97,24.98,0,27.0
35.6,-83.5,7.83,7.83,0.07,9.34,12.99,2448036.53,1185.77,1,47.0
10.62,10.03,7.34,10.11,6.96,13.95,20.56,2455272.23,544.52,0,31.0
2.46,101.85,6.52,10.75,8.56,16.65,19.47,2456157.97,9.29,0,27.0
31.9,51.87,8.3,8.48,1.77,9.96,-19.39,2456953.61,1902.05,1,-42.0
35.78,-5.8,6.8,17.09,15.7,39.46,-36.44,2458990.72,22.77,0,-35.0
39.6,26.2,6.82,8.13,4.43,9.49,17.04,2401998.22,122.0,0,40.0
24.64,46.72,7.46,10.23,7.01,14.41,21.02,2456807.15,584.98,0,36.0
10.62,10.03,7.26,7.51,1.91,7.63,17.04,2457663.22,544.52,0,31.0
32.67,51.67,7.95,8.69,3.52,10.15,17.92,2455626.11,1575.56,0,40.0
32.67,51.67,8.29,14.32,11.69,29.55,-28.54,2456775.57,1575.56,0,-41.0
8.5,4.55,7.1,7.37,1.94,7.32,17.4,2457309.23,317.58,0,30.0
48.14,11.58,7.33,10.59,7.66,15.39,21.98,2457339.16,518.06,1,52.0
32.48,3.7,7.31,10.11,6.98,14.46,19.8,2458609.27,486.77,1,38.0
27.52,41.7,7.71,8.84,4.33,10.53,21.18,2451905.11,991.4,1,41.0
30.68,-104.02,8.24,23.15,21.66,80.2,38.79,2455449.55,1954.67,0,40.0
34.36,-2.96,7.31,10.35,7.34,15.18,20.3,2458609.3,487.77,0,39.0
30.2,35.5,8.05,9.19,4.44,11.36,20.76,2452732.17,1597.02,1,39.0
30.2,35.5,8.05,9.19,4.44,11.36,20.76,2452732.17,1597.02,1,39.0
25.07,67.2,6.86,9.2,6.14,12.09,19.13,2455537.03,101.01,0,36.0
35.61,10.79,6.81,12.06,9.97,19.5,26.62,2456453.27,78.74,0,37.0
35.61,10.79,6.91,11.62,9.35,18.57,23.78,2456807.27,78.74,0,37.0
30.68,-104.02,8.17,13.46,10.71,26.92,23.1,2457545.59,1954.67,1,43.0
25.02,37.27,6.54,8.07,4.72,8.93,17.48,2458874.13,6.12,0,33.0
10.52,7.44,7.39,13.33,11.11,26.61,22.6,2455478.22,598.19,0,33.0
32.67,51.67,8.26,8.47,1.89,9.93,-19.35,2456953.61,1575.56,1,-42.0
13.06,5.32,7.15,8.26,4.13,10.41,15.41,2458313.26,272.28,0,32.0
-33.9,18.4,6.55,10.32,7.99,16.18,17.84,2449690.24,0.93,0,35.0
-33.93,18.42,6.81,15.31,13.73,32.04,33.22,2455686.17,30.49,0,38.0
27.71,85.32,8.03,9.58,5.23,12.41,20.42,2458550.02,1295.07,0,38.0
30.04,31.56,7.19,7.5,2.16,7.78,15.75,2459406.21,345.08,0,39.0
3.59,98.67,6.61,6.62,0.39,5.89,16.52,2459346.98,26.84,0,29.0
24.72,46.67,7.45,10.23,7.02,14.41,21.03,2456807.15,627.1,1,36.0
29.16,36.08,7.67,7.72,0.85,8.56,15.34,2455331.18,718.04,0,40.0
53.96,-1.08,6.65,8.56,5.4,11.12,16.07,2457457.25,18.16,0,49.0
38.07,46.3,8.0,9.58,5.29,12.32,20.44,2457693.09,1398.79,0,44.0
-4.0,39.7,6.77,7.49,3.22,7.54,16.88,2451521.14,26.6,0,30.0
-4.0,39.7,6.77,7.49,3.22,7.54,16.88,2451521.14,26.6,0,30.0
-33.87,151.21,6.67,7.05,2.28,6.8,15.88,2456098.79,26.48,0,38.0
10.38,7.85,7.82,7.82,0.26,8.82,-14.29,2456362.73,657.99,0,-33.0
10.38,7.85,7.82,7.82,0.26,8.82,-14.29,2456362.73,657.99,0,-33.0
31.9,51.87,8.28,13.86,11.13,26.32,30.01,2457634.13,1902.05,0,40.0
32.6,51.7,8.07,14.13,11.62,30.31,25.11,2452939.08,1651.72,1,43.0
32.6,51.7,8.07,14.13,11.62,30.31,25.11,2452939.08,1651.72,1,43.0
-7.57,110.83,6.88,8.23,4.53,10.34,14.61,2455861.94,89.91,0,30.0
53.96,-1.08,6.68,6.81,1.3,6.3,14.32,2455596.2,18.16,0,52.0
30.68,-104.02,8.21,9.26,4.3,12.15,19.46,2456777.57,1954.67,1,42.0
32.22,-110.97,7.77,7.81,0.82,8.77,-16.41,2458016.05,722.48,0,-39.0
34.36,-2.96,7.36,8.23,3.68,9.86,14.05,2458401.24,487.77,0,37.0
2.45,101.86,6.7,10.47,8.05,15.75,19.28,2454917.97,24.98,1,28.0
39.7,-105.5,8.72,8.75,0.81,11.52,14.44,2447652.59,3353.0,1,55.0
48.14,11.58,7.68,16.13,14.2,35.0,-35.94,2456096.63,518.06,1,-54.0
21.42,39.83,7.53,7.56,0.73,8.44,-15.54,2457986.62,298.57,0,-34.0
53.96,-1.08,6.74,12.56,10.62,22.2,24.28,2458431.18,18.16,0,56.0
39.7,-105.5,8.72,8.75,0.81,11.52,14.43,2447652.59,2991.17,1,55.0
39.7,-105.5,8.72,8.75,0.81,11.52,14.43,2447652.59,2991.17,1,55.0
29.61,34.88,7.66,9.02,4.78,10.98,21.54,2451905.12,644.76,0,41.0
24.45,54.38,6.61,16.2,14.81,39.84,27.08,2455833.09,1.8,1,31.0
24.64,46.72,7.61,9.91,6.36,14.01,20.56,2455537.09,584.98,1,39.0
32.77,4.56,7.49,8.64,4.31,11.36,-16.02,2456244.76,316.44,0,-40.0
25.36,45.24,7.59,7.77,1.67,9.13,13.85,2456630.09,688.19,1,38.0
39.7,-106.0,8.73,8.77,0.8,11.57,14.47,2447652.59,3290.74,1,55.0
25.07,67.2,7.01,8.42,4.67,9.67,16.69,2455272.07,101.01,0,32.0
30.68,-104.02,8.32,8.33,0.3,9.49,18.9,2455685.57,1954.67,0,44.0
53.96,-1.08,6.86,14.8,13.13,33.04,-25.09,2456716.79,18.16,0,-51.0
26.33,43.97,7.46,10.83,7.86,15.73,24.08,2456453.17,602.36,0,37.0
32.89,3.76,7.52,11.76,9.06,19.03,24.19,2456807.29,589.32,0,40.0
34.36,-2.96,7.67,7.67,0.16,8.04,-18.16,2457661.75,487.77,0,-39.0
-33.93,18.42,6.74,8.99,5.95,10.84,20.77,2458520.24,30.49,0,35.0
-34.0,18.4,7.32,8.14,3.57,9.16,15.55,2451994.21,313.6,1,36.0
33.0,-106.0,7.95,7.95,0.14,9.48,13.34,2449719.51,1219.0,1,43.0
26.33,43.97,7.58,7.8,1.84,9.21,13.9,2456630.1,602.36,0,38.0
24.81,46.65,7.53,7.65,1.38,8.69,12.65,2457014.09,654.25,0,38.0
25.4,55.45,6.61,6.68,0.91,6.15,13.93,2459406.13,1.06,0,34.0
24.6,46.45,7.62,9.92,6.36,14.03,20.59,2455537.09,775.73,1,40.0
25.07,67.2,7.03,10.11,7.27,13.71,22.43,2456453.1,101.01,0,34.0
30.03,31.17,6.68,9.21,6.35,12.01,17.84,2458609.19,20.3,0,34.0
37.23,-80.41,7.6,9.6,5.87,12.41,21.48,2459317.5,634.3,0,-1400.0
32.67,51.67,8.45,9.24,3.74,12.93,-16.26,2456303.65,1575.56,1,-46.0
37.23,-80.41,7.57,8.42,3.69,9.59,20.31,2458136.44,634.3,0,44.0
32.77,4.56,7.25,10.08,7.01,14.39,19.74,2458609.27,316.44,0,38.0
33.49,6.8,7.02,15.59,13.94,34.53,-29.67,2458636.68,62.3,0,-36.0
37.23,-80.41,7.69,7.71,0.48,8.12,17.46,2455685.51,634.3,0,44.0
31.9,51.87,8.44,9.48,4.33,12.38,18.85,2458047.09,1902.05,1,41.0
53.96,-1.08,6.79,12.15,10.09,19.97,25.83,2458550.25,18.16,0,50.0
33.4,6.83,7.05,15.59,13.93,34.53,-29.67,2458636.68,71.78,1,-37.0
32.42,-110.95,7.69,8.45,3.51,10.56,16.39,2453440.57,834.95,1,39.0
31.81,34.64,6.83,7.15,2.11,6.86,16.11,2451521.11,12.61,0,37.0
25.07,67.2,6.93,8.35,4.67,9.37,16.85,2455626.07,101.01,0,32.0
32.04,54.67,8.6,9.36,3.71,13.27,-16.51,2456303.63,2172.92,1,-47.0
37.23,-80.41,7.56,19.32,17.81,50.13,41.59,2456483.54,634.3,1,41.0
31.9,51.87,8.65,14.52,11.67,28.8,-30.82,2456834.56,1902.05,0,-45.0
48.14,11.58,7.73,9.56,5.62,13.69,-17.75,2456628.78,518.06,1,-57.0
33.4,6.83,6.9,7.74,3.5,8.95,13.14,2458785.2,71.78,0,36.0
33.59,-7.12,7.2,8.21,3.96,10.07,14.09,2458785.24,266.8,0,37.0
6.6,3.58,6.87,7.21,2.21,7.05,15.48,2458963.25,34.86,0,29.0
32.49,3.68,7.51,12.19,9.61,19.91,27.0,2456453.29,494.82,0,40.0
-33.9,18.4,6.57,15.49,14.05,36.49,26.66,2450488.24,0.93,1,33.0
32.47,44.55,6.94,15.96,14.39,36.55,-31.5,1664912.75,26.45,1,-34.0
32.47,44.55,6.81,11.07,8.74,18.43,19.99,1645809.24,26.45,1,41.0
23.7,90.4,6.8,7.0,1.65,6.63,17.23,2451550.98,7.35,0,33.0
23.7,90.4,6.8,7.0,1.65,6.63,17.23,2451550.98,7.35,0,33.0
-7.57,110.83,7.32,7.34,0.38,7.23,-15.55,2456894.45,89.91,0,-31.0
10.62,10.03,7.52,8.45,3.85,10.34,15.79,2457398.22,544.52,0,34.0
32.09,35.18,7.86,7.97,1.34,9.58,-14.77,2458370.64,497.71,0,-39.0
49.6,8.7,7.28,17.46,15.89,46.16,29.64,2452555.21,293.17,1,49.0
31.8,35.2,7.65,10.19,6.74,14.02,22.69,2451078.16,663.84,0,37.0
49.6,8.7,7.28,17.46,15.89,46.16,29.64,2452555.21,293.17,1,49.0
